layer,n_folds,accuracy_mean,accuracy_std,oof_accuracy,silhouette_mean,silhouette_std,polar_consistency_mean,polar_consistency_std,abs_polar_consistency_mean,abs_polar_consistency_std,contradiction_index_mean,contradiction_index_std,bias_mean
20,5,0.8247067901234569,0.024763417227835847,0.8246268656716418,0.31994081735610963,0.02347929429165843,0.06300836578011512,0.011329548618074056,0.08161148428916931,0.01827215574694538,0.5530728816986084,0.024781820712932487,-0.2101531747728586
21,5,0.8320987654320987,0.023193833518317192,0.832089552238806,0.38084030747413633,0.028376710855853388,0.05012149848043919,0.017175342913270192,0.07412139810621739,0.03294877399263869,0.5416308104991913,0.05885058318763106,-0.3018473692238331
22,5,0.8209104938271604,0.02636071703946868,0.8208955223880597,0.4048789381980896,0.028391272227274097,0.03774344846606255,0.02915002838291525,0.0736055850982666,0.017268319861016564,0.5345630347728729,0.03826520793248393,-0.24170784130692483
23,5,0.8221296296296297,0.02538692349958268,0.822139303482587,0.38349043726921084,0.02967279637200983,0.05053800716996193,0.014708414152092864,0.07392064481973648,0.01770642890092304,0.5376389503479004,0.024676898325423368,-0.20246130377054214
24,5,0.8221450617283951,0.027950253291265128,0.822139303482587,0.39074193835258486,0.031063510691850427,0.02855618568137288,0.017606112828440736,0.04481781497597694,0.007731074859421279,0.5392723977565765,0.058575805262335856,-0.16818535327911377
25,5,0.8159104938271605,0.028022175881015,0.8159203980099502,0.3890967905521393,0.02869174207212147,0.02133911019191146,0.03205573281486583,0.06342700347304345,0.017326412347320956,0.5510544061660767,0.0429194899814492,-0.19937908947467803
26,5,0.8146296296296296,0.02683528827863431,0.8146766169154229,0.3935965359210968,0.0292260634140983,0.019604548066854476,0.02019775209442817,0.053139031678438184,0.01526489994592471,0.5503925561904908,0.0474035530002059,-0.22236486077308654
27,5,0.8121296296296296,0.024485318971693155,0.8121890547263682,0.3930557370185852,0.02963115683669549,0.015120430086972192,0.019866987431399974,0.05246610455214977,0.015062952943565258,0.5302255094051361,0.044503253719278546,-0.19863536953926086
28,5,0.8120987654320988,0.03287027618371714,0.8121890547263682,0.40023072361946105,0.02680715351868139,0.021067420952022076,0.01214789299688308,0.048413099348545076,0.007715692231677373,0.5381159365177155,0.0361266300735328,-0.18718770146369934
29,5,0.8146141975308643,0.027192461546251528,0.8146766169154229,0.4059407413005829,0.030129761821234193,0.018045088686085363,0.011983043384955505,0.04538717530667782,0.011756958374876383,0.5427398204803466,0.06660627572716038,-0.2057288646697998
30,5,0.8183333333333334,0.028101576428640612,0.818407960199005,0.40188865065574647,0.02893756026353418,0.015003213286399841,0.005272483659791968,0.03737975545227527,0.011660029114087003,0.5441166043281556,0.043421729003716186,-0.2132968634366989
31,5,0.8095987654320987,0.03341815910130089,0.8097014925373134,0.3898764908313751,0.03383664290298715,0.013013054244220256,0.012427756614144756,0.030451570078730582,0.006834000998119309,0.545505303144455,0.07782255167211559,-0.1979648217558861
32,5,0.8071141975308642,0.03547276616160089,0.8072139303482587,0.3797094523906708,0.034018735312219724,0.010399324260652066,0.00858435218056034,0.02783759692683816,0.014817044994773853,0.5843815207481384,0.06581010011294514,-0.19208280593156815
33,5,0.8058950617283951,0.03464808958695421,0.8059701492537313,0.37815102338790896,0.038246428546946105,0.00842007331550576,0.009811122445769907,0.0283275056630373,0.015764753917854337,0.5837803900241851,0.05533388963074304,-0.23244502246379853
34,5,0.8046296296296296,0.03500321827475298,0.804726368159204,0.373849493265152,0.036887653329969516,-0.004668177291750908,0.008905234277340175,0.010270094126462936,0.0033551990867680508,0.5696815073490142,0.06340731262280047,-0.23914082050323487
35,5,0.8145833333333334,0.03421912619829341,0.8146766169154229,0.37171180844306945,0.03816899868351108,-0.007633860968053341,0.015970030123462774,0.01974268238991499,0.008572672754577898,0.538563996553421,0.07850958135958495,-0.22550512254238128
36,5,0.7948148148148148,0.03254224594153063,0.7947761194029851,0.42635542154312134,0.03882599897992455,0.015462121460586786,0.007837549280426409,0.04283824563026428,0.010399507984336516,0.544442331790924,0.05785525627888044,-0.2107936277985573
